index	name	sample_id	analysis_id	row	Tag_count	Group	Tags/Kb
395	TS442L	782994ff7ed34bbaabe3c31df30c6ca8	dc1a4e95f352400ca00df3a69ad3ea84	2	6994	5'UTR_Exons	0.37
396	TS442L	782994ff7ed34bbaabe3c31df30c6ca8	dc1a4e95f352400ca00df3a69ad3ea84	4	88036	Introns	0.06
397	TS442L	782994ff7ed34bbaabe3c31df30c6ca8	dc1a4e95f352400ca00df3a69ad3ea84	6	1088	TSS_up_5kb	0.01
398	TS442L	782994ff7ed34bbaabe3c31df30c6ca8	dc1a4e95f352400ca00df3a69ad3ea84	8	1544	TES_down_1kb	0.06
399	TS442L	782994ff7ed34bbaabe3c31df30c6ca8	dc1a4e95f352400ca00df3a69ad3ea84	10	5330	TES_down_10kb	0.02
400	TS443L	8bda6407d4e74fbe8b89d286dc2fd6e9	dc1a4e95f352400ca00df3a69ad3ea84	1	67813	CDS_Exons	1.79
401	TS443L	8bda6407d4e74fbe8b89d286dc2fd6e9	dc1a4e95f352400ca00df3a69ad3ea84	3	29753	3'UTR_Exons	0.62
402	TS443L	8bda6407d4e74fbe8b89d286dc2fd6e9	dc1a4e95f352400ca00df3a69ad3ea84	5	282	TSS_up_1kb	0.01
403	TS443L	8bda6407d4e74fbe8b89d286dc2fd6e9	dc1a4e95f352400ca00df3a69ad3ea84	7	1958	TSS_up_10kb	0.01
404	TS443L	8bda6407d4e74fbe8b89d286dc2fd6e9	dc1a4e95f352400ca00df3a69ad3ea84	9	3644	TES_down_5kb	0.03
405	TS443L	8bda6407d4e74fbe8b89d286dc2fd6e9	dc1a4e95f352400ca00df3a69ad3ea84	2	5586	5'UTR_Exons	0.3
406	TS443L	8bda6407d4e74fbe8b89d286dc2fd6e9	dc1a4e95f352400ca00df3a69ad3ea84	4	94792	Introns	0.07
407	TS443L	8bda6407d4e74fbe8b89d286dc2fd6e9	dc1a4e95f352400ca00df3a69ad3ea84	6	1089	TSS_up_5kb	0.01
408	TS443L	8bda6407d4e74fbe8b89d286dc2fd6e9	dc1a4e95f352400ca00df3a69ad3ea84	8	1309	TES_down_1kb	0.05
409	TS443L	8bda6407d4e74fbe8b89d286dc2fd6e9	dc1a4e95f352400ca00df3a69ad3ea84	10	4895	TES_down_10kb	0.02
410	TS444L	48e87e3068b540e0beb481fd4b34b6ab	dc1a4e95f352400ca00df3a69ad3ea84	1	65800	CDS_Exons	1.74
411	TS444L	48e87e3068b540e0beb481fd4b34b6ab	dc1a4e95f352400ca00df3a69ad3ea84	2	5301	5'UTR_Exons	0.28
412	TS444L	48e87e3068b540e0beb481fd4b34b6ab	dc1a4e95f352400ca00df3a69ad3ea84	3	30714	3'UTR_Exons	0.64
413	TS444L	48e87e3068b540e0beb481fd4b34b6ab	dc1a4e95f352400ca00df3a69ad3ea84	4	97498	Introns	0.07
414	TS444L	48e87e3068b540e0beb481fd4b34b6ab	dc1a4e95f352400ca00df3a69ad3ea84	5	281	TSS_up_1kb	0.01
415	TS444L	48e87e3068b540e0beb481fd4b34b6ab	dc1a4e95f352400ca00df3a69ad3ea84	6	1012	TSS_up_5kb	0.01
416	TS444L	48e87e3068b540e0beb481fd4b34b6ab	dc1a4e95f352400ca00df3a69ad3ea84	7	1894	TSS_up_10kb	0.01
417	TS444L	48e87e3068b540e0beb481fd4b34b6ab	dc1a4e95f352400ca00df3a69ad3ea84	8	1041	TES_down_1kb	0.04
418	TS444L	48e87e3068b540e0beb481fd4b34b6ab	dc1a4e95f352400ca00df3a69ad3ea84	9	3015	TES_down_5kb	0.03
419	TS444L	48e87e3068b540e0beb481fd4b34b6ab	dc1a4e95f352400ca00df3a69ad3ea84	10	4295	TES_down_10kb	0.02
420	TS445L	df91f4735c24407fbac8465f3b4223de	dc1a4e95f352400ca00df3a69ad3ea84	2	4857	5'UTR_Exons	0.26
421	TS445L	df91f4735c24407fbac8465f3b4223de	dc1a4e95f352400ca00df3a69ad3ea84	4	98104	Introns	0.07
422	TS445L	df91f4735c24407fbac8465f3b4223de	dc1a4e95f352400ca00df3a69ad3ea84	6	1027	TSS_up_5kb	0.01
423	TS445L	df91f4735c24407fbac8465f3b4223de	dc1a4e95f352400ca00df3a69ad3ea84	8	1049	TES_down_1kb	0.04
424	TS445L	df91f4735c24407fbac8465f3b4223de	dc1a4e95f352400ca00df3a69ad3ea84	10	4295	TES_down_10kb	0.02
425	TS445L	df91f4735c24407fbac8465f3b4223de	dc1a4e95f352400ca00df3a69ad3ea84	1	65326	CDS_Exons	1.72
426	TS445L	df91f4735c24407fbac8465f3b4223de	dc1a4e95f352400ca00df3a69ad3ea84	3	31302	3'UTR_Exons	0.66
427	TS445L	df91f4735c24407fbac8465f3b4223de	dc1a4e95f352400ca00df3a69ad3ea84	5	263	TSS_up_1kb	0.01
428	TS445L	df91f4735c24407fbac8465f3b4223de	dc1a4e95f352400ca00df3a69ad3ea84	7	1838	TSS_up_10kb	0.01
429	TS445L	df91f4735c24407fbac8465f3b4223de	dc1a4e95f352400ca00df3a69ad3ea84	9	3010	TES_down_5kb	0.03
430	TS446L	361725b0b2b14d179fabeec5f5eb30ab	dc1a4e95f352400ca00df3a69ad3ea84	1	66849	CDS_Exons	1.76
431	TS446L	361725b0b2b14d179fabeec5f5eb30ab	dc1a4e95f352400ca00df3a69ad3ea84	3	30380	3'UTR_Exons	0.64
432	TS446L	361725b0b2b14d179fabeec5f5eb30ab	dc1a4e95f352400ca00df3a69ad3ea84	5	271	TSS_up_1kb	0.01
433	TS446L	361725b0b2b14d179fabeec5f5eb30ab	dc1a4e95f352400ca00df3a69ad3ea84	7	1834	TSS_up_10kb	0.01
434	TS446L	361725b0b2b14d179fabeec5f5eb30ab	dc1a4e95f352400ca00df3a69ad3ea84	9	3259	TES_down_5kb	0.03
435	TS446L	361725b0b2b14d179fabeec5f5eb30ab	dc1a4e95f352400ca00df3a69ad3ea84	2	5072	5'UTR_Exons	0.27
436	TS446L	361725b0b2b14d179fabeec5f5eb30ab	dc1a4e95f352400ca00df3a69ad3ea84	4	96375	Introns	0.07
437	TS446L	361725b0b2b14d179fabeec5f5eb30ab	dc1a4e95f352400ca00df3a69ad3ea84	6	999	TSS_up_5kb	0.01
438	TS446L	361725b0b2b14d179fabeec5f5eb30ab	dc1a4e95f352400ca00df3a69ad3ea84	8	1165	TES_down_1kb	0.04
439	TS446L	361725b0b2b14d179fabeec5f5eb30ab	dc1a4e95f352400ca00df3a69ad3ea84	10	4432	TES_down_10kb	0.02
440	TS447L	718d02a0c66e4a8da8cf772fd189cace	dc1a4e95f352400ca00df3a69ad3ea84	1	65924	CDS_Exons	1.74
441	TS447L	718d02a0c66e4a8da8cf772fd189cace	dc1a4e95f352400ca00df3a69ad3ea84	3	31676	3'UTR_Exons	0.66
442	TS447L	718d02a0c66e4a8da8cf772fd189cace	dc1a4e95f352400ca00df3a69ad3ea84	5	289	TSS_up_1kb	0.01
443	TS447L	718d02a0c66e4a8da8cf772fd189cace	dc1a4e95f352400ca00df3a69ad3ea84	7	1923	TSS_up_10kb	0.01
444	TS447L	718d02a0c66e4a8da8cf772fd189cace	dc1a4e95f352400ca00df3a69ad3ea84	9	3316	TES_down_5kb	0.03
445	TS447L	718d02a0c66e4a8da8cf772fd189cace	dc1a4e95f352400ca00df3a69ad3ea84	2	4910	5'UTR_Exons	0.26
446	TS447L	718d02a0c66e4a8da8cf772fd189cace	dc1a4e95f352400ca00df3a69ad3ea84	4	96548	Introns	0.07
447	TS447L	718d02a0c66e4a8da8cf772fd189cace	dc1a4e95f352400ca00df3a69ad3ea84	6	1040	TSS_up_5kb	0.01
448	TS447L	718d02a0c66e4a8da8cf772fd189cace	dc1a4e95f352400ca00df3a69ad3ea84	8	1143	TES_down_1kb	0.04
449	TS447L	718d02a0c66e4a8da8cf772fd189cace	dc1a4e95f352400ca00df3a69ad3ea84	10	4641	TES_down_10kb	0.02
450	TS448L	f63bd40539d34f90917c56a6db796ab4	dc1a4e95f352400ca00df3a69ad3ea84	1	63253	CDS_Exons	1.67
451	TS448L	f63bd40539d34f90917c56a6db796ab4	dc1a4e95f352400ca00df3a69ad3ea84	2	4762	5'UTR_Exons	0.25
452	TS448L	f63bd40539d34f90917c56a6db796ab4	dc1a4e95f352400ca00df3a69ad3ea84	3	31590	3'UTR_Exons	0.66
453	TS448L	f63bd40539d34f90917c56a6db796ab4	dc1a4e95f352400ca00df3a69ad3ea84	4	99296	Introns	0.07
454	TS448L	f63bd40539d34f90917c56a6db796ab4	dc1a4e95f352400ca00df3a69ad3ea84	5	252	TSS_up_1kb	0.01
455	TS448L	f63bd40539d34f90917c56a6db796ab4	dc1a4e95f352400ca00df3a69ad3ea84	6	1060	TSS_up_5kb	0.01
456	TS448L	f63bd40539d34f90917c56a6db796ab4	dc1a4e95f352400ca00df3a69ad3ea84	7	1870	TSS_up_10kb	0.01
457	TS448L	f63bd40539d34f90917c56a6db796ab4	dc1a4e95f352400ca00df3a69ad3ea84	8	1033	TES_down_1kb	0.04
458	TS448L	f63bd40539d34f90917c56a6db796ab4	dc1a4e95f352400ca00df3a69ad3ea84	9	3132	TES_down_5kb	0.03
459	TS448L	f63bd40539d34f90917c56a6db796ab4	dc1a4e95f352400ca00df3a69ad3ea84	10	4495	TES_down_10kb	0.02
460	TS449L	fe2856e55d9f42d1aa253a8b4e12fdad	dc1a4e95f352400ca00df3a69ad3ea84	1	63831	CDS_Exons	1.68
461	TS449L	fe2856e55d9f42d1aa253a8b4e12fdad	dc1a4e95f352400ca00df3a69ad3ea84	2	4785	5'UTR_Exons	0.26
462	TS449L	fe2856e55d9f42d1aa253a8b4e12fdad	dc1a4e95f352400ca00df3a69ad3ea84	3	31606	3'UTR_Exons	0.66
463	TS449L	fe2856e55d9f42d1aa253a8b4e12fdad	dc1a4e95f352400ca00df3a69ad3ea84	4	98668	Introns	0.07
464	TS449L	fe2856e55d9f42d1aa253a8b4e12fdad	dc1a4e95f352400ca00df3a69ad3ea84	5	295	TSS_up_1kb	0.01
465	TS449L	fe2856e55d9f42d1aa253a8b4e12fdad	dc1a4e95f352400ca00df3a69ad3ea84	6	1042	TSS_up_5kb	0.01
466	TS449L	fe2856e55d9f42d1aa253a8b4e12fdad	dc1a4e95f352400ca00df3a69ad3ea84	7	1934	TSS_up_10kb	0.01
467	TS449L	fe2856e55d9f42d1aa253a8b4e12fdad	dc1a4e95f352400ca00df3a69ad3ea84	8	1069	TES_down_1kb	0.04
468	TS449L	fe2856e55d9f42d1aa253a8b4e12fdad	dc1a4e95f352400ca00df3a69ad3ea84	9	3219	TES_down_5kb	0.03
469	TS449L	fe2856e55d9f42d1aa253a8b4e12fdad	dc1a4e95f352400ca00df3a69ad3ea84	10	4603	TES_down_10kb	0.02
