index	name	sample_id	analysis_id	row	Tag_count	Group	Tags/Kb
197	TS422L	8028b5009d704fddb850e3d562f35750	dc1a4e95f352400ca00df3a69ad3ea84	8	1224	TES_down_1kb	0.04
198	TS422L	8028b5009d704fddb850e3d562f35750	dc1a4e95f352400ca00df3a69ad3ea84	9	3241	TES_down_5kb	0.03
199	TS422L	8028b5009d704fddb850e3d562f35750	dc1a4e95f352400ca00df3a69ad3ea84	10	4451	TES_down_10kb	0.02
200	TS423L	b7b073700c8a49cfaf0b63412cc8f15a	dc1a4e95f352400ca00df3a69ad3ea84	1	71285	CDS_Exons	1.88
201	TS423L	b7b073700c8a49cfaf0b63412cc8f15a	dc1a4e95f352400ca00df3a69ad3ea84	2	5484	5'UTR_Exons	0.29
202	TS423L	b7b073700c8a49cfaf0b63412cc8f15a	dc1a4e95f352400ca00df3a69ad3ea84	3	30557	3'UTR_Exons	0.64
203	TS423L	b7b073700c8a49cfaf0b63412cc8f15a	dc1a4e95f352400ca00df3a69ad3ea84	4	94193	Introns	0.07
204	TS423L	b7b073700c8a49cfaf0b63412cc8f15a	dc1a4e95f352400ca00df3a69ad3ea84	5	293	TSS_up_1kb	0.01
205	TS423L	b7b073700c8a49cfaf0b63412cc8f15a	dc1a4e95f352400ca00df3a69ad3ea84	6	1035	TSS_up_5kb	0.01
206	TS423L	b7b073700c8a49cfaf0b63412cc8f15a	dc1a4e95f352400ca00df3a69ad3ea84	7	1831	TSS_up_10kb	0.01
207	TS423L	b7b073700c8a49cfaf0b63412cc8f15a	dc1a4e95f352400ca00df3a69ad3ea84	8	938	TES_down_1kb	0.03
208	TS423L	b7b073700c8a49cfaf0b63412cc8f15a	dc1a4e95f352400ca00df3a69ad3ea84	9	2906	TES_down_5kb	0.02
209	TS423L	b7b073700c8a49cfaf0b63412cc8f15a	dc1a4e95f352400ca00df3a69ad3ea84	10	4208	TES_down_10kb	0.02
210	TS424L	a301de296aec4e96a401b2d5afb38080	dc1a4e95f352400ca00df3a69ad3ea84	1	71335	CDS_Exons	1.88
211	TS424L	a301de296aec4e96a401b2d5afb38080	dc1a4e95f352400ca00df3a69ad3ea84	2	5485	5'UTR_Exons	0.29
212	TS424L	a301de296aec4e96a401b2d5afb38080	dc1a4e95f352400ca00df3a69ad3ea84	3	30520	3'UTR_Exons	0.64
213	TS424L	a301de296aec4e96a401b2d5afb38080	dc1a4e95f352400ca00df3a69ad3ea84	4	92989	Introns	0.06
214	TS424L	a301de296aec4e96a401b2d5afb38080	dc1a4e95f352400ca00df3a69ad3ea84	5	265	TSS_up_1kb	0.01
215	TS424L	a301de296aec4e96a401b2d5afb38080	dc1a4e95f352400ca00df3a69ad3ea84	6	1038	TSS_up_5kb	0.01
216	TS424L	a301de296aec4e96a401b2d5afb38080	dc1a4e95f352400ca00df3a69ad3ea84	7	1886	TSS_up_10kb	0.01
217	TS424L	a301de296aec4e96a401b2d5afb38080	dc1a4e95f352400ca00df3a69ad3ea84	8	1159	TES_down_1kb	0.04
218	TS424L	a301de296aec4e96a401b2d5afb38080	dc1a4e95f352400ca00df3a69ad3ea84	9	3075	TES_down_5kb	0.03
219	TS424L	a301de296aec4e96a401b2d5afb38080	dc1a4e95f352400ca00df3a69ad3ea84	10	4201	TES_down_10kb	0.02
220	TS425L	e37aa39864354bdd88ad3950cbcff322	dc1a4e95f352400ca00df3a69ad3ea84	1	72105	CDS_Exons	1.9
221	TS425L	e37aa39864354bdd88ad3950cbcff322	dc1a4e95f352400ca00df3a69ad3ea84	2	5827	5'UTR_Exons	0.31
222	TS425L	e37aa39864354bdd88ad3950cbcff322	dc1a4e95f352400ca00df3a69ad3ea84	3	30155	3'UTR_Exons	0.63
223	TS425L	e37aa39864354bdd88ad3950cbcff322	dc1a4e95f352400ca00df3a69ad3ea84	4	92484	Introns	0.06
224	TS425L	e37aa39864354bdd88ad3950cbcff322	dc1a4e95f352400ca00df3a69ad3ea84	5	296	TSS_up_1kb	0.01
225	TS425L	e37aa39864354bdd88ad3950cbcff322	dc1a4e95f352400ca00df3a69ad3ea84	6	1057	TSS_up_5kb	0.01
226	TS425L	e37aa39864354bdd88ad3950cbcff322	dc1a4e95f352400ca00df3a69ad3ea84	7	1897	TSS_up_10kb	0.01
227	TS425L	e37aa39864354bdd88ad3950cbcff322	dc1a4e95f352400ca00df3a69ad3ea84	8	1111	TES_down_1kb	0.04
228	TS425L	e37aa39864354bdd88ad3950cbcff322	dc1a4e95f352400ca00df3a69ad3ea84	9	3201	TES_down_5kb	0.03
229	TS425L	e37aa39864354bdd88ad3950cbcff322	dc1a4e95f352400ca00df3a69ad3ea84	10	4424	TES_down_10kb	0.02
230	TS426L	ab6cc2854a5943479cdda8ec09b9f01d	dc1a4e95f352400ca00df3a69ad3ea84	1	72035	CDS_Exons	1.9
231	TS426L	ab6cc2854a5943479cdda8ec09b9f01d	dc1a4e95f352400ca00df3a69ad3ea84	2	6156	5'UTR_Exons	0.33
232	TS426L	ab6cc2854a5943479cdda8ec09b9f01d	dc1a4e95f352400ca00df3a69ad3ea84	3	30206	3'UTR_Exons	0.63
233	TS426L	ab6cc2854a5943479cdda8ec09b9f01d	dc1a4e95f352400ca00df3a69ad3ea84	4	90625	Introns	0.06
234	TS426L	ab6cc2854a5943479cdda8ec09b9f01d	dc1a4e95f352400ca00df3a69ad3ea84	5	340	TSS_up_1kb	0.01
235	TS426L	ab6cc2854a5943479cdda8ec09b9f01d	dc1a4e95f352400ca00df3a69ad3ea84	6	1090	TSS_up_5kb	0.01
236	TS426L	ab6cc2854a5943479cdda8ec09b9f01d	dc1a4e95f352400ca00df3a69ad3ea84	7	1947	TSS_up_10kb	0.01
237	TS426L	ab6cc2854a5943479cdda8ec09b9f01d	dc1a4e95f352400ca00df3a69ad3ea84	8	1340	TES_down_1kb	0.05
238	TS426L	ab6cc2854a5943479cdda8ec09b9f01d	dc1a4e95f352400ca00df3a69ad3ea84	9	3596	TES_down_5kb	0.03
239	TS426L	ab6cc2854a5943479cdda8ec09b9f01d	dc1a4e95f352400ca00df3a69ad3ea84	10	4889	TES_down_10kb	0.02
240	TS427L	5be8dece924949cba1a388153eced081	dc1a4e95f352400ca00df3a69ad3ea84	2	5555	5'UTR_Exons	0.3
241	TS427L	5be8dece924949cba1a388153eced081	dc1a4e95f352400ca00df3a69ad3ea84	4	93591	Introns	0.06
242	TS427L	5be8dece924949cba1a388153eced081	dc1a4e95f352400ca00df3a69ad3ea84	6	1050	TSS_up_5kb	0.01
243	TS427L	5be8dece924949cba1a388153eced081	dc1a4e95f352400ca00df3a69ad3ea84	8	947	TES_down_1kb	0.03
244	TS427L	5be8dece924949cba1a388153eced081	dc1a4e95f352400ca00df3a69ad3ea84	10	4288	TES_down_10kb	0.02
245	TS427L	5be8dece924949cba1a388153eced081	dc1a4e95f352400ca00df3a69ad3ea84	1	71718	CDS_Exons	1.89
246	TS427L	5be8dece924949cba1a388153eced081	dc1a4e95f352400ca00df3a69ad3ea84	3	31061	3'UTR_Exons	0.65
247	TS427L	5be8dece924949cba1a388153eced081	dc1a4e95f352400ca00df3a69ad3ea84	5	292	TSS_up_1kb	0.01
248	TS427L	5be8dece924949cba1a388153eced081	dc1a4e95f352400ca00df3a69ad3ea84	7	1853	TSS_up_10kb	0.01
249	TS427L	5be8dece924949cba1a388153eced081	dc1a4e95f352400ca00df3a69ad3ea84	9	2985	TES_down_5kb	0.02
250	TS428L	8a296b73a2004fbcb2275b25df7d315a	dc1a4e95f352400ca00df3a69ad3ea84	1	72783	CDS_Exons	1.92
251	TS428L	8a296b73a2004fbcb2275b25df7d315a	dc1a4e95f352400ca00df3a69ad3ea84	2	5409	5'UTR_Exons	0.29
252	TS428L	8a296b73a2004fbcb2275b25df7d315a	dc1a4e95f352400ca00df3a69ad3ea84	3	30038	3'UTR_Exons	0.63
253	TS428L	8a296b73a2004fbcb2275b25df7d315a	dc1a4e95f352400ca00df3a69ad3ea84	4	94136	Introns	0.07
254	TS428L	8a296b73a2004fbcb2275b25df7d315a	dc1a4e95f352400ca00df3a69ad3ea84	5	295	TSS_up_1kb	0.01
255	TS428L	8a296b73a2004fbcb2275b25df7d315a	dc1a4e95f352400ca00df3a69ad3ea84	6	1105	TSS_up_5kb	0.01
256	TS428L	8a296b73a2004fbcb2275b25df7d315a	dc1a4e95f352400ca00df3a69ad3ea84	7	1935	TSS_up_10kb	0.01
257	TS428L	8a296b73a2004fbcb2275b25df7d315a	dc1a4e95f352400ca00df3a69ad3ea84	8	1069	TES_down_1kb	0.04
258	TS428L	8a296b73a2004fbcb2275b25df7d315a	dc1a4e95f352400ca00df3a69ad3ea84	9	2929	TES_down_5kb	0.02
259	TS428L	8a296b73a2004fbcb2275b25df7d315a	dc1a4e95f352400ca00df3a69ad3ea84	10	4197	TES_down_10kb	0.02
260	TS429L	a60bbd6b11394c0fbb2bab6fbde79210	dc1a4e95f352400ca00df3a69ad3ea84	1	71013	CDS_Exons	1.87
261	TS429L	a60bbd6b11394c0fbb2bab6fbde79210	dc1a4e95f352400ca00df3a69ad3ea84	2	5758	5'UTR_Exons	0.31
262	TS429L	a60bbd6b11394c0fbb2bab6fbde79210	dc1a4e95f352400ca00df3a69ad3ea84	3	30218	3'UTR_Exons	0.63
263	TS429L	a60bbd6b11394c0fbb2bab6fbde79210	dc1a4e95f352400ca00df3a69ad3ea84	4	93571	Introns	0.06
264	TS429L	a60bbd6b11394c0fbb2bab6fbde79210	dc1a4e95f352400ca00df3a69ad3ea84	5	278	TSS_up_1kb	0.01
265	TS429L	a60bbd6b11394c0fbb2bab6fbde79210	dc1a4e95f352400ca00df3a69ad3ea84	6	1010	TSS_up_5kb	0.01
266	TS429L	a60bbd6b11394c0fbb2bab6fbde79210	dc1a4e95f352400ca00df3a69ad3ea84	7	1776	TSS_up_10kb	0.01
267	TS429L	a60bbd6b11394c0fbb2bab6fbde79210	dc1a4e95f352400ca00df3a69ad3ea84	8	1126	TES_down_1kb	0.04
268	TS429L	a60bbd6b11394c0fbb2bab6fbde79210	dc1a4e95f352400ca00df3a69ad3ea84	9	3113	TES_down_5kb	0.03
269	TS429L	a60bbd6b11394c0fbb2bab6fbde79210	dc1a4e95f352400ca00df3a69ad3ea84	10	4381	TES_down_10kb	0.02
270	TS430L	89e83661154e43c68c2b5c0e6f244d33	dc1a4e95f352400ca00df3a69ad3ea84	1	69285	CDS_Exons	1.83
271	TS430L	89e83661154e43c68c2b5c0e6f244d33	dc1a4e95f352400ca00df3a69ad3ea84	2	5327	5'UTR_Exons	0.28
272	TS430L	89e83661154e43c68c2b5c0e6f244d33	dc1a4e95f352400ca00df3a69ad3ea84	3	31234	3'UTR_Exons	0.66
273	TS430L	89e83661154e43c68c2b5c0e6f244d33	dc1a4e95f352400ca00df3a69ad3ea84	4	94702	Introns	0.07
274	TS430L	89e83661154e43c68c2b5c0e6f244d33	dc1a4e95f352400ca00df3a69ad3ea84	5	313	TSS_up_1kb	0.01
275	TS430L	89e83661154e43c68c2b5c0e6f244d33	dc1a4e95f352400ca00df3a69ad3ea84	6	1060	TSS_up_5kb	0.01
276	TS430L	89e83661154e43c68c2b5c0e6f244d33	dc1a4e95f352400ca00df3a69ad3ea84	7	1928	TSS_up_10kb	0.01
277	TS430L	89e83661154e43c68c2b5c0e6f244d33	dc1a4e95f352400ca00df3a69ad3ea84	8	1097	TES_down_1kb	0.04
278	TS430L	89e83661154e43c68c2b5c0e6f244d33	dc1a4e95f352400ca00df3a69ad3ea84	9	2991	TES_down_5kb	0.02
279	TS430L	89e83661154e43c68c2b5c0e6f244d33	dc1a4e95f352400ca00df3a69ad3ea84	10	4175	TES_down_10kb	0.02
280	TS431L	6968be940ca542209a556e818acdc067	dc1a4e95f352400ca00df3a69ad3ea84	1	72465	CDS_Exons	1.91
281	TS431L	6968be940ca542209a556e818acdc067	dc1a4e95f352400ca00df3a69ad3ea84	3	28545	3'UTR_Exons	0.6
282	TS431L	6968be940ca542209a556e818acdc067	dc1a4e95f352400ca00df3a69ad3ea84	5	342	TSS_up_1kb	0.01
283	TS431L	6968be940ca542209a556e818acdc067	dc1a4e95f352400ca00df3a69ad3ea84	7	2041	TSS_up_10kb	0.01
284	TS431L	6968be940ca542209a556e818acdc067	dc1a4e95f352400ca00df3a69ad3ea84	9	3125	TES_down_5kb	0.03
285	TS431L	6968be940ca542209a556e818acdc067	dc1a4e95f352400ca00df3a69ad3ea84	2	5889	5'UTR_Exons	0.31
286	TS431L	6968be940ca542209a556e818acdc067	dc1a4e95f352400ca00df3a69ad3ea84	4	94092	Introns	0.07
287	TS431L	6968be940ca542209a556e818acdc067	dc1a4e95f352400ca00df3a69ad3ea84	6	1185	TSS_up_5kb	0.01
288	TS431L	6968be940ca542209a556e818acdc067	dc1a4e95f352400ca00df3a69ad3ea84	8	1091	TES_down_1kb	0.04
289	TS431L	6968be940ca542209a556e818acdc067	dc1a4e95f352400ca00df3a69ad3ea84	10	4424	TES_down_10kb	0.02
290	TS432L	819ba00fec6d49e3ad69a959d836dac4	dc1a4e95f352400ca00df3a69ad3ea84	1	70027	CDS_Exons	1.85
291	TS432L	819ba00fec6d49e3ad69a959d836dac4	dc1a4e95f352400ca00df3a69ad3ea84	2	5272	5'UTR_Exons	0.28
292	TS432L	819ba00fec6d49e3ad69a959d836dac4	dc1a4e95f352400ca00df3a69ad3ea84	3	31124	3'UTR_Exons	0.65
293	TS432L	819ba00fec6d49e3ad69a959d836dac4	dc1a4e95f352400ca00df3a69ad3ea84	4	94955	Introns	0.07
294	TS432L	819ba00fec6d49e3ad69a959d836dac4	dc1a4e95f352400ca00df3a69ad3ea84	5	327	TSS_up_1kb	0.01
295	TS432L	819ba00fec6d49e3ad69a959d836dac4	dc1a4e95f352400ca00df3a69ad3ea84	6	1044	TSS_up_5kb	0.01
296	TS432L	819ba00fec6d49e3ad69a959d836dac4	dc1a4e95f352400ca00df3a69ad3ea84	7	1821	TSS_up_10kb	0.01
297	TS432L	819ba00fec6d49e3ad69a959d836dac4	dc1a4e95f352400ca00df3a69ad3ea84	8	984	TES_down_1kb	0.04
298	TS432L	819ba00fec6d49e3ad69a959d836dac4	dc1a4e95f352400ca00df3a69ad3ea84	9	2898	TES_down_5kb	0.02
299	TS432L	819ba00fec6d49e3ad69a959d836dac4	dc1a4e95f352400ca00df3a69ad3ea84	10	4083	TES_down_10kb	0.02
300	TS433L	74b93e3144f541e18f4f6dad29de72d8	dc1a4e95f352400ca00df3a69ad3ea84	1	69304	CDS_Exons	1.83
301	TS433L	74b93e3144f541e18f4f6dad29de72d8	dc1a4e95f352400ca00df3a69ad3ea84	2	5318	5'UTR_Exons	0.28
302	TS433L	74b93e3144f541e18f4f6dad29de72d8	dc1a4e95f352400ca00df3a69ad3ea84	3	31172	3'UTR_Exons	0.65
303	TS433L	74b93e3144f541e18f4f6dad29de72d8	dc1a4e95f352400ca00df3a69ad3ea84	4	95181	Introns	0.07
304	TS433L	74b93e3144f541e18f4f6dad29de72d8	dc1a4e95f352400ca00df3a69ad3ea84	5	298	TSS_up_1kb	0.01
305	TS433L	74b93e3144f541e18f4f6dad29de72d8	dc1a4e95f352400ca00df3a69ad3ea84	6	1094	TSS_up_5kb	0.01
306	TS433L	74b93e3144f541e18f4f6dad29de72d8	dc1a4e95f352400ca00df3a69ad3ea84	7	1889	TSS_up_10kb	0.01
307	TS433L	74b93e3144f541e18f4f6dad29de72d8	dc1a4e95f352400ca00df3a69ad3ea84	8	1024	TES_down_1kb	0.04
308	TS433L	74b93e3144f541e18f4f6dad29de72d8	dc1a4e95f352400ca00df3a69ad3ea84	9	3081	TES_down_5kb	0.03
309	TS433L	74b93e3144f541e18f4f6dad29de72d8	dc1a4e95f352400ca00df3a69ad3ea84	10	4388	TES_down_10kb	0.02
310	TS434L	a6de7399cb964522896c8d086f165597	dc1a4e95f352400ca00df3a69ad3ea84	1	70502	CDS_Exons	1.86
311	TS434L	a6de7399cb964522896c8d086f165597	dc1a4e95f352400ca00df3a69ad3ea84	2	5710	5'UTR_Exons	0.31
312	TS434L	a6de7399cb964522896c8d086f165597	dc1a4e95f352400ca00df3a69ad3ea84	3	30864	3'UTR_Exons	0.65
313	TS434L	a6de7399cb964522896c8d086f165597	dc1a4e95f352400ca00df3a69ad3ea84	4	93632	Introns	0.06
314	TS434L	a6de7399cb964522896c8d086f165597	dc1a4e95f352400ca00df3a69ad3ea84	5	321	TSS_up_1kb	0.01
315	TS434L	a6de7399cb964522896c8d086f165597	dc1a4e95f352400ca00df3a69ad3ea84	6	1148	TSS_up_5kb	0.01
316	TS434L	a6de7399cb964522896c8d086f165597	dc1a4e95f352400ca00df3a69ad3ea84	7	1924	TSS_up_10kb	0.01
317	TS434L	a6de7399cb964522896c8d086f165597	dc1a4e95f352400ca00df3a69ad3ea84	8	1105	TES_down_1kb	0.04
318	TS434L	a6de7399cb964522896c8d086f165597	dc1a4e95f352400ca00df3a69ad3ea84	9	3209	TES_down_5kb	0.03
319	TS434L	a6de7399cb964522896c8d086f165597	dc1a4e95f352400ca00df3a69ad3ea84	10	4537	TES_down_10kb	0.02
320	TS435L	9304ec3e3202460db423690fd1c05244	dc1a4e95f352400ca00df3a69ad3ea84	1	71473	CDS_Exons	1.89
321	TS435L	9304ec3e3202460db423690fd1c05244	dc1a4e95f352400ca00df3a69ad3ea84	3	30401	3'UTR_Exons	0.64
322	TS435L	9304ec3e3202460db423690fd1c05244	dc1a4e95f352400ca00df3a69ad3ea84	5	251	TSS_up_1kb	0.01
323	TS435L	9304ec3e3202460db423690fd1c05244	dc1a4e95f352400ca00df3a69ad3ea84	7	1837	TSS_up_10kb	0.01
324	TS435L	9304ec3e3202460db423690fd1c05244	dc1a4e95f352400ca00df3a69ad3ea84	9	3144	TES_down_5kb	0.03
325	TS435L	9304ec3e3202460db423690fd1c05244	dc1a4e95f352400ca00df3a69ad3ea84	2	5651	5'UTR_Exons	0.3
326	TS435L	9304ec3e3202460db423690fd1c05244	dc1a4e95f352400ca00df3a69ad3ea84	4	93357	Introns	0.06
327	TS435L	9304ec3e3202460db423690fd1c05244	dc1a4e95f352400ca00df3a69ad3ea84	6	1077	TSS_up_5kb	0.01
328	TS435L	9304ec3e3202460db423690fd1c05244	dc1a4e95f352400ca00df3a69ad3ea84	8	941	TES_down_1kb	0.03
329	TS435L	9304ec3e3202460db423690fd1c05244	dc1a4e95f352400ca00df3a69ad3ea84	10	4620	TES_down_10kb	0.02
330	TS436L	0a91f0d0ff7c42f0a72812fb8d9fd7d1	dc1a4e95f352400ca00df3a69ad3ea84	1	70768	CDS_Exons	1.87
331	TS436L	0a91f0d0ff7c42f0a72812fb8d9fd7d1	dc1a4e95f352400ca00df3a69ad3ea84	2	5750	5'UTR_Exons	0.31
332	TS436L	0a91f0d0ff7c42f0a72812fb8d9fd7d1	dc1a4e95f352400ca00df3a69ad3ea84	3	30690	3'UTR_Exons	0.64
333	TS436L	0a91f0d0ff7c42f0a72812fb8d9fd7d1	dc1a4e95f352400ca00df3a69ad3ea84	4	93752	Introns	0.07
334	TS436L	0a91f0d0ff7c42f0a72812fb8d9fd7d1	dc1a4e95f352400ca00df3a69ad3ea84	5	273	TSS_up_1kb	0.01
335	TS436L	0a91f0d0ff7c42f0a72812fb8d9fd7d1	dc1a4e95f352400ca00df3a69ad3ea84	6	1015	TSS_up_5kb	0.01
336	TS436L	0a91f0d0ff7c42f0a72812fb8d9fd7d1	dc1a4e95f352400ca00df3a69ad3ea84	7	1838	TSS_up_10kb	0.01
337	TS436L	0a91f0d0ff7c42f0a72812fb8d9fd7d1	dc1a4e95f352400ca00df3a69ad3ea84	8	1067	TES_down_1kb	0.04
338	TS436L	0a91f0d0ff7c42f0a72812fb8d9fd7d1	dc1a4e95f352400ca00df3a69ad3ea84	9	3341	TES_down_5kb	0.03
339	TS436L	0a91f0d0ff7c42f0a72812fb8d9fd7d1	dc1a4e95f352400ca00df3a69ad3ea84	10	4714	TES_down_10kb	0.02
340	TS437L	be67d60bbfc0481d819d16e82a58613c	dc1a4e95f352400ca00df3a69ad3ea84	2	5568	5'UTR_Exons	0.3
341	TS437L	be67d60bbfc0481d819d16e82a58613c	dc1a4e95f352400ca00df3a69ad3ea84	4	95656	Introns	0.07
342	TS437L	be67d60bbfc0481d819d16e82a58613c	dc1a4e95f352400ca00df3a69ad3ea84	6	1066	TSS_up_5kb	0.01
343	TS437L	be67d60bbfc0481d819d16e82a58613c	dc1a4e95f352400ca00df3a69ad3ea84	1	68750	CDS_Exons	1.81
344	TS437L	be67d60bbfc0481d819d16e82a58613c	dc1a4e95f352400ca00df3a69ad3ea84	3	29907	3'UTR_Exons	0.63
345	TS437L	be67d60bbfc0481d819d16e82a58613c	dc1a4e95f352400ca00df3a69ad3ea84	5	309	TSS_up_1kb	0.01
346	TS437L	be67d60bbfc0481d819d16e82a58613c	dc1a4e95f352400ca00df3a69ad3ea84	7	1850	TSS_up_10kb	0.01
347	TS437L	be67d60bbfc0481d819d16e82a58613c	dc1a4e95f352400ca00df3a69ad3ea84	9	3282	TES_down_5kb	0.03
348	TS437L	be67d60bbfc0481d819d16e82a58613c	dc1a4e95f352400ca00df3a69ad3ea84	8	1085	TES_down_1kb	0.04
349	TS437L	be67d60bbfc0481d819d16e82a58613c	dc1a4e95f352400ca00df3a69ad3ea84	10	4631	TES_down_10kb	0.02
350	TS438L	f3031421df044e2192a02c23fb6cc9ed	dc1a4e95f352400ca00df3a69ad3ea84	1	72046	CDS_Exons	1.9
351	TS438L	f3031421df044e2192a02c23fb6cc9ed	dc1a4e95f352400ca00df3a69ad3ea84	2	6127	5'UTR_Exons	0.33
352	TS438L	f3031421df044e2192a02c23fb6cc9ed	dc1a4e95f352400ca00df3a69ad3ea84	3	30951	3'UTR_Exons	0.65
353	TS438L	f3031421df044e2192a02c23fb6cc9ed	dc1a4e95f352400ca00df3a69ad3ea84	4	91279	Introns	0.06
354	TS438L	f3031421df044e2192a02c23fb6cc9ed	dc1a4e95f352400ca00df3a69ad3ea84	5	310	TSS_up_1kb	0.01
355	TS438L	f3031421df044e2192a02c23fb6cc9ed	dc1a4e95f352400ca00df3a69ad3ea84	6	1024	TSS_up_5kb	0.01
356	TS438L	f3031421df044e2192a02c23fb6cc9ed	dc1a4e95f352400ca00df3a69ad3ea84	7	1786	TSS_up_10kb	0.01
357	TS438L	f3031421df044e2192a02c23fb6cc9ed	dc1a4e95f352400ca00df3a69ad3ea84	8	1174	TES_down_1kb	0.04
358	TS438L	f3031421df044e2192a02c23fb6cc9ed	dc1a4e95f352400ca00df3a69ad3ea84	9	3209	TES_down_5kb	0.03
359	TS438L	f3031421df044e2192a02c23fb6cc9ed	dc1a4e95f352400ca00df3a69ad3ea84	10	4420	TES_down_10kb	0.02
360	TS439L	3db04937201d428cb78ecc873a8026cf	dc1a4e95f352400ca00df3a69ad3ea84	2	5240	5'UTR_Exons	0.28
361	TS439L	3db04937201d428cb78ecc873a8026cf	dc1a4e95f352400ca00df3a69ad3ea84	4	93416	Introns	0.06
362	TS439L	3db04937201d428cb78ecc873a8026cf	dc1a4e95f352400ca00df3a69ad3ea84	6	963	TSS_up_5kb	0.01
363	TS439L	3db04937201d428cb78ecc873a8026cf	dc1a4e95f352400ca00df3a69ad3ea84	8	986	TES_down_1kb	0.04
364	TS439L	3db04937201d428cb78ecc873a8026cf	dc1a4e95f352400ca00df3a69ad3ea84	10	4775	TES_down_10kb	0.02
365	TS439L	3db04937201d428cb78ecc873a8026cf	dc1a4e95f352400ca00df3a69ad3ea84	1	71484	CDS_Exons	1.89
366	TS439L	3db04937201d428cb78ecc873a8026cf	dc1a4e95f352400ca00df3a69ad3ea84	3	30481	3'UTR_Exons	0.64
367	TS439L	3db04937201d428cb78ecc873a8026cf	dc1a4e95f352400ca00df3a69ad3ea84	5	297	TSS_up_1kb	0.01
368	TS439L	3db04937201d428cb78ecc873a8026cf	dc1a4e95f352400ca00df3a69ad3ea84	7	1769	TSS_up_10kb	0.01
369	TS439L	3db04937201d428cb78ecc873a8026cf	dc1a4e95f352400ca00df3a69ad3ea84	9	3432	TES_down_5kb	0.03
370	TS440L	e38d9b09330c4d9f87c6fd6be2ed6969	dc1a4e95f352400ca00df3a69ad3ea84	1	69742	CDS_Exons	1.84
371	TS440L	e38d9b09330c4d9f87c6fd6be2ed6969	dc1a4e95f352400ca00df3a69ad3ea84	2	5442	5'UTR_Exons	0.29
372	TS440L	e38d9b09330c4d9f87c6fd6be2ed6969	dc1a4e95f352400ca00df3a69ad3ea84	3	30225	3'UTR_Exons	0.63
373	TS440L	e38d9b09330c4d9f87c6fd6be2ed6969	dc1a4e95f352400ca00df3a69ad3ea84	4	94777	Introns	0.07
374	TS440L	e38d9b09330c4d9f87c6fd6be2ed6969	dc1a4e95f352400ca00df3a69ad3ea84	5	270	TSS_up_1kb	0.01
375	TS440L	e38d9b09330c4d9f87c6fd6be2ed6969	dc1a4e95f352400ca00df3a69ad3ea84	6	996	TSS_up_5kb	0.01
376	TS440L	e38d9b09330c4d9f87c6fd6be2ed6969	dc1a4e95f352400ca00df3a69ad3ea84	7	1812	TSS_up_10kb	0.01
377	TS440L	e38d9b09330c4d9f87c6fd6be2ed6969	dc1a4e95f352400ca00df3a69ad3ea84	8	997	TES_down_1kb	0.04
378	TS440L	e38d9b09330c4d9f87c6fd6be2ed6969	dc1a4e95f352400ca00df3a69ad3ea84	9	3461	TES_down_5kb	0.03
379	TS440L	e38d9b09330c4d9f87c6fd6be2ed6969	dc1a4e95f352400ca00df3a69ad3ea84	10	4843	TES_down_10kb	0.02
380	TS441L	0bf1b68c65d34015862e453ddf414be8	dc1a4e95f352400ca00df3a69ad3ea84	1	72018	CDS_Exons	1.9
381	TS441L	0bf1b68c65d34015862e453ddf414be8	dc1a4e95f352400ca00df3a69ad3ea84	2	5823	5'UTR_Exons	0.31
382	TS441L	0bf1b68c65d34015862e453ddf414be8	dc1a4e95f352400ca00df3a69ad3ea84	3	30156	3'UTR_Exons	0.63
383	TS441L	0bf1b68c65d34015862e453ddf414be8	dc1a4e95f352400ca00df3a69ad3ea84	4	92047	Introns	0.06
384	TS441L	0bf1b68c65d34015862e453ddf414be8	dc1a4e95f352400ca00df3a69ad3ea84	5	318	TSS_up_1kb	0.01
385	TS441L	0bf1b68c65d34015862e453ddf414be8	dc1a4e95f352400ca00df3a69ad3ea84	6	1066	TSS_up_5kb	0.01
386	TS441L	0bf1b68c65d34015862e453ddf414be8	dc1a4e95f352400ca00df3a69ad3ea84	7	1908	TSS_up_10kb	0.01
387	TS441L	0bf1b68c65d34015862e453ddf414be8	dc1a4e95f352400ca00df3a69ad3ea84	8	1103	TES_down_1kb	0.04
388	TS441L	0bf1b68c65d34015862e453ddf414be8	dc1a4e95f352400ca00df3a69ad3ea84	9	3540	TES_down_5kb	0.03
389	TS441L	0bf1b68c65d34015862e453ddf414be8	dc1a4e95f352400ca00df3a69ad3ea84	10	4919	TES_down_10kb	0.02
390	TS442L	782994ff7ed34bbaabe3c31df30c6ca8	dc1a4e95f352400ca00df3a69ad3ea84	1	74778	CDS_Exons	1.97
391	TS442L	782994ff7ed34bbaabe3c31df30c6ca8	dc1a4e95f352400ca00df3a69ad3ea84	3	30287	3'UTR_Exons	0.64
392	TS442L	782994ff7ed34bbaabe3c31df30c6ca8	dc1a4e95f352400ca00df3a69ad3ea84	5	326	TSS_up_1kb	0.01
393	TS442L	782994ff7ed34bbaabe3c31df30c6ca8	dc1a4e95f352400ca00df3a69ad3ea84	7	1863	TSS_up_10kb	0.01
394	TS442L	782994ff7ed34bbaabe3c31df30c6ca8	dc1a4e95f352400ca00df3a69ad3ea84	9	3971	TES_down_5kb	0.03
